isForked,isTopContributor,repo_id,dev_id
False,True,0,0
False,True,1,0
False,True,2,0
False,True,3,0
True,,4,2
True,,5,2
False,True,6,3
False,True,7,3
False,True,8,3
False,True,9,3
False,True,10,3
False,True,11,3
False,True,12,4
False,True,13,4
False,True,14,4
False,True,15,7
False,True,16,7
False,True,17,8
False,True,18,8
False,True,19,8
False,True,20,8
False,True,21,8
False,True,22,8
True,False,23,9
True,True,24,9
True,,25,9
False,True,26,10
False,True,27,10
False,True,28,11
False,True,29,11
False,True,30,11
False,True,31,11
False,True,32,11
False,True,33,12
False,True,34,12
False,True,35,12
False,True,36,12
False,True,37,12
False,True,38,13
False,True,39,13
False,True,40,13
False,True,41,13
False,True,42,13
False,True,43,13
False,True,44,14
False,True,45,14
False,True,46,14
False,True,47,14
False,True,48,14
False,True,49,14
False,True,50,15
False,True,51,15
False,True,52,15
True,True,53,15
False,True,54,16
False,True,55,17
True,True,56,17
False,True,57,17
False,True,58,17
False,True,59,18
False,True,60,18
False,True,61,18
True,False,62,18
False,True,63,19
False,False,64,19
False,True,65,19
True,True,66,20
True,True,67,20
True,True,68,20
False,True,69,20
True,True,70,20
False,True,71,21
False,True,72,22
False,True,73,22
False,True,74,22
False,True,75,22
False,True,76,23
False,True,77,23
False,True,78,23
False,True,79,23
False,True,80,23
False,True,81,23
False,True,82,25
False,True,83,25
False,True,84,25
False,True,85,25
False,True,86,25
False,True,87,26
False,True,88,27
False,True,89,27
False,True,90,27
False,True,91,27
False,True,92,27
False,True,93,27
False,True,94,28
False,True,95,28
False,True,96,28
False,True,97,28
False,True,98,28
False,True,99,29
False,True,100,29
False,True,101,29
False,True,102,29
False,True,103,32
False,True,104,32
False,True,105,32
False,True,106,32
False,True,107,32
False,True,108,32
False,True,109,33
True,True,110,36
False,True,111,36
False,True,112,37
False,True,113,37
False,True,114,37
True,True,115,38
True,,116,38
False,True,117,38
False,True,118,40
False,True,119,40
False,True,120,40
False,True,121,40
False,True,122,40
True,True,123,41
False,True,124,42
False,True,125,42
False,True,126,44
False,True,127,44
False,True,128,44
False,True,129,44
False,True,130,45
False,True,131,45
False,True,132,45
False,True,133,45
False,True,134,45
False,True,135,45
False,True,136,46
False,True,137,49
False,True,138,50
True,False,139,50
True,True,140,50
False,True,141,50
False,True,142,51
False,True,143,51
False,True,144,51
False,True,145,51
False,True,146,51
False,True,147,51
False,True,148,52
False,True,149,52
False,True,150,52
False,True,151,52
False,True,152,52
False,True,153,53
False,True,154,53
False,True,155,53
False,True,156,53
False,True,157,54
False,True,158,54
False,True,159,54
False,True,160,54
False,True,161,54
False,True,162,55
False,True,163,55
False,True,164,55
False,True,165,56
False,True,166,56
False,True,167,56
False,True,168,56
False,True,169,56
False,True,170,57
False,True,171,57
False,True,172,57
False,True,173,57
False,True,174,57
False,True,175,57
False,True,176,58
False,True,177,58
False,True,178,58
False,True,179,59
False,True,180,59
False,True,181,59
False,True,182,59
False,True,183,59
False,True,184,59
False,True,185,61
False,True,186,61
False,True,187,61
False,True,188,61
False,True,189,61
False,True,190,61
True,True,191,62
False,True,192,62
True,False,193,63
False,True,194,65
False,True,195,65
False,True,196,65
False,True,197,65
False,True,198,66
True,True,199,67
False,True,200,67
False,True,201,67
False,True,202,67
False,True,203,67
False,True,204,68
False,True,205,68
False,True,206,69
True,False,207,69
False,True,208,70
False,True,209,70
False,True,210,70
False,True,211,70
False,True,212,70
False,True,213,70
False,True,214,71
True,True,215,71
True,False,62,71
False,True,216,71
True,True,217,71
True,False,218,71
False,True,219,72
False,True,220,72
False,True,221,72
False,True,222,73
False,True,223,75
False,True,224,75
False,True,225,75
True,True,226,76
True,True,227,76
True,True,228,76
True,False,229,76
True,False,230,77
True,True,231,77
True,False,232,77
True,True,233,77
True,True,234,77
False,True,235,78
True,False,206,78
False,True,236,79
False,True,237,79
False,True,238,79
False,True,239,79
False,True,240,79
False,True,241,79
False,True,242,80
False,True,243,80
False,True,244,80
False,True,245,80
False,True,246,80
False,True,247,81
False,True,248,81
False,True,249,81
False,True,250,81
False,True,251,81
False,True,252,81
False,True,253,82
False,True,254,82
False,True,255,82
False,True,256,82
False,True,257,82
False,True,258,83
False,True,259,84
False,True,260,84
False,True,261,84
False,True,262,84
False,True,263,84
False,True,264,85
False,True,265,85
False,True,266,85
False,True,267,86
False,True,268,86
False,True,269,86
False,True,270,87
False,True,271,87
False,True,272,87
False,True,273,88
False,True,274,88
False,True,275,88
False,True,276,88
False,True,277,88
False,True,278,88
True,True,279,89
False,True,280,90
False,True,281,90
True,True,282,92
False,True,283,92
False,True,284,92
False,True,285,93
False,True,286,94
False,True,287,94
False,True,288,94
False,True,289,94
False,True,290,94
False,True,291,94
False,True,292,95
False,True,293,95
False,True,294,95
False,True,295,95
False,True,296,96
False,True,297,96
False,True,298,97
False,True,299,98
False,True,300,98
False,True,301,98
False,True,302,99
False,False,303,99
True,False,304,99
False,False,305,99
False,False,306,99
False,True,307,99
True,False,308,100
False,True,309,101
False,True,310,101
True,True,311,101
False,True,312,101
False,True,313,102
False,True,314,102
False,True,315,102
False,True,316,103
False,True,317,103
False,True,318,103
False,True,319,103
False,True,320,103
True,True,321,104
False,True,322,104
False,True,323,106
False,True,324,107
False,True,325,107
False,True,326,107
False,True,327,107
False,True,328,107
False,True,329,107
False,True,330,108
False,True,331,109
False,True,332,109
False,True,333,109
False,True,334,110
False,True,335,110
False,True,336,110
False,True,337,110
False,True,338,110
False,True,339,111
False,True,340,111
False,True,341,111
False,True,342,112
False,True,343,112
False,True,344,112
False,True,345,112
False,True,346,112
False,True,347,113
True,True,348,113
False,True,349,113
False,True,350,113
False,True,351,115
False,True,352,115
False,True,353,115
False,True,354,115
False,True,355,115
False,False,356,116
False,True,357,116
False,True,358,116
False,True,359,116
True,True,360,116
False,True,361,117
False,True,362,117
False,True,363,117
False,True,364,117
False,True,365,117
False,True,366,117
False,True,367,118
False,True,368,118
False,True,369,118
False,True,370,118
False,True,371,119
False,True,372,119
False,True,373,120
False,True,374,120
False,True,375,120
False,True,376,120
False,True,377,120
False,True,378,121
False,True,218,122
True,False,379,123
True,True,380,123
False,True,381,124
False,True,382,124
False,True,383,125
False,True,384,125
False,True,385,125
False,True,386,125
False,True,387,125
False,True,388,126
False,True,389,126
False,True,390,127
False,True,391,128
False,True,392,128
False,True,393,128
False,True,394,128
False,True,395,128
False,True,396,129
False,True,397,129
False,True,398,129
False,True,399,130
False,True,400,130
False,True,401,130
False,True,402,131
False,True,403,131
False,True,404,132
False,True,405,132
False,True,406,132
False,True,407,132
False,True,408,132
False,True,409,132
False,True,410,133
False,True,411,133
False,True,412,133
False,True,413,133
True,True,414,134
False,True,415,134
False,True,416,134
False,True,417,134
False,True,418,134
False,True,419,135
False,True,420,135
True,True,421,136
False,True,422,136
False,True,423,136
False,True,424,136
False,True,425,136
False,True,426,136
True,,427,137
False,True,428,138
False,True,429,138
False,True,430,138
False,True,431,138
False,True,432,139
False,True,433,139
False,True,434,139
False,True,435,139
False,True,436,140
False,True,437,140
False,True,438,141
False,True,439,141
False,True,440,141
False,True,441,141
False,True,442,141
False,True,443,141
False,True,444,142
False,True,445,142
False,True,446,142
False,True,447,142
False,True,448,142
False,True,449,143
False,True,450,143
False,True,451,143
True,False,452,143
True,False,453,143
False,True,454,144
False,True,455,144
False,True,456,144
False,True,457,144
False,True,458,144
False,True,459,145
False,True,460,145
False,True,461,145
False,True,462,145
False,True,463,145
False,True,464,145
False,True,465,146
False,True,466,146
False,True,467,146
False,True,468,146
False,True,469,146
False,True,470,147
False,True,471,147
False,True,472,147
False,True,473,147
False,True,474,147
False,True,475,147
False,True,476,148
False,True,477,148
False,True,478,149
False,True,479,149
False,True,480,149
False,True,481,150
False,True,482,150
False,True,483,151
False,True,484,151
False,True,485,151
False,True,486,151
False,True,487,152
False,True,488,152
False,True,489,152
False,True,490,152
False,True,491,152
False,True,492,152
False,True,493,153
False,False,494,153
False,True,495,153
True,True,496,154
True,True,497,154
False,True,498,154
False,True,499,155
False,True,500,155
False,True,501,155
False,True,502,157
False,True,503,158
False,True,504,158
False,True,505,158
False,True,506,158
False,True,507,160
False,True,508,161
False,True,509,162
False,True,510,162
False,True,511,162
False,True,512,162
False,True,513,162
False,True,514,163
True,,515,163
True,True,516,163
False,True,517,164
False,True,518,164
False,True,519,164
False,True,520,165
False,True,521,165
False,True,522,165
False,True,523,165
False,True,524,165
True,True,421,166
True,True,525,168
False,True,526,168
True,True,527,168
False,True,528,170
False,True,529,170
True,True,530,170
False,True,531,170
False,True,532,170
False,True,533,171
False,True,534,172
False,True,535,172
False,True,536,172
True,True,537,174
False,True,538,175
False,True,539,175
False,True,540,175
False,True,541,175
False,True,542,175
False,True,543,175
False,True,544,177
False,True,545,177
False,True,546,177
False,True,547,177
False,True,548,177
False,True,549,177
False,True,550,178
True,True,551,178
False,True,552,178
False,True,553,178
False,True,554,178
False,True,555,178
False,True,556,179
False,True,557,179
False,True,558,179
False,True,559,179
False,True,560,180
False,True,561,180
False,True,562,180
False,True,563,181
False,True,564,181
False,True,565,181
False,True,566,181
False,True,567,181
False,True,568,181
False,True,569,182
False,True,570,182
True,False,571,182
True,False,572,182
False,True,573,183
False,True,574,183
False,True,575,183
False,True,576,183
False,True,577,183
False,True,578,183
False,True,579,184
False,True,580,185
False,True,581,185
False,True,582,185
False,True,583,185
False,True,584,185
False,True,585,186
False,True,586,186
False,True,587,186
False,True,588,186
False,True,589,186
False,True,590,187
False,True,591,187
False,True,592,187
False,True,593,187
False,True,594,187
False,True,595,187
False,True,596,189
False,True,597,189
False,True,598,189
False,True,599,189
False,True,600,189
False,True,601,189
False,True,602,190
False,True,603,190
False,True,604,190
True,True,605,190
False,True,606,193
False,True,607,193
False,True,608,193
False,True,609,193
False,True,610,194
False,True,611,195
False,True,612,195
False,True,613,196
False,True,614,196
False,True,615,196
False,True,616,196
False,True,617,196
False,True,618,196
False,True,619,197
False,True,620,197
False,True,621,197
True,,622,198
False,True,623,198
True,,624,198
False,True,625,199
True,False,24,199
False,True,626,200
True,False,627,200
True,True,628,200
True,True,629,200
False,True,630,201
False,True,631,201
False,True,632,201
False,True,633,201
False,True,634,202
False,True,635,203
False,True,636,203
False,True,637,203
False,True,638,203
False,True,639,203
True,True,640,204
True,True,641,204
True,,642,205
False,True,643,206
False,True,644,206
False,True,645,207
False,True,646,208
False,True,647,208
False,True,648,208
False,True,649,209
False,True,650,209
False,True,651,210
True,False,652,210
False,False,653,210
False,True,654,211
False,True,655,211
False,True,656,211
True,True,657,212
False,True,658,212
False,True,659,212
False,True,660,212
False,True,661,213
False,True,662,213
False,True,663,213
False,True,664,213
False,True,665,213
False,True,666,213
False,True,667,214
False,True,668,214
False,True,669,214
False,True,670,214
True,True,671,215
False,True,217,216
False,True,672,216
False,True,572,216
False,True,673,217
True,True,674,217
False,True,675,217
False,True,676,217
False,True,677,219
False,True,678,220
True,True,679,220
False,False,680,220
False,False,681,220
False,True,682,222
False,True,683,222
False,True,684,222
False,True,685,222
True,True,686,224
False,True,687,224
False,True,688,224
True,False,689,224
False,True,690,225
False,True,691,225
True,True,692,225
True,True,693,225
False,True,694,225
False,True,695,226
False,True,696,226
False,True,697,226
False,True,698,226
False,True,699,227
False,True,700,227
False,True,701,227
False,True,702,227
False,True,703,227
False,True,704,227
True,False,705,228
False,True,706,229
False,True,707,229
False,False,708,229
False,True,709,229
False,True,710,229
False,True,711,230
True,True,712,231
False,True,713,232
False,True,714,232
False,True,715,232
False,True,716,232
False,True,717,232
False,True,718,233
False,True,719,233
False,True,720,233
False,True,721,233
False,True,722,233
False,True,723,233
False,True,724,234
False,True,725,234
False,True,726,234
False,True,727,234
False,True,728,234
False,True,729,234
False,True,730,235
False,True,731,235
False,True,732,235
False,True,733,235
False,True,734,237
False,True,735,237
False,True,736,237
False,True,737,237
False,True,738,238
False,True,739,238
False,True,740,239
False,True,741,239
False,True,742,239
False,True,743,239
False,True,744,239
False,True,745,240
False,True,746,240
False,True,747,240
False,True,748,240
False,True,749,240
False,True,750,240
False,True,751,242
False,True,752,242
False,True,753,243
False,True,754,243
False,True,755,243
False,True,756,244
True,True,757,244
False,True,758,244
False,True,759,245
False,True,760,245
False,True,761,245
False,True,762,245
True,False,763,246
False,True,764,246
False,True,765,246
False,True,766,247
False,True,767,247
False,True,768,247
False,True,769,247
False,True,770,247
False,True,771,249
False,True,772,249
False,True,773,249
False,True,774,250
False,True,775,250
False,True,776,250
False,True,777,250
False,True,778,250
False,True,779,251
False,True,780,251
False,True,781,251
False,True,782,251
False,True,783,251
True,True,784,251
False,True,785,252
False,True,786,252
False,True,787,252
False,True,788,252
False,True,789,252
False,True,790,252
False,True,791,254
False,True,792,254
False,True,793,254
False,True,794,255
False,True,795,255
True,True,796,255
False,True,797,256
False,True,798,256
False,True,799,256
False,True,800,256
False,True,801,256
False,True,802,256
False,True,803,257
False,True,804,257
False,True,805,257
False,True,806,257
False,True,807,258
True,,808,258
False,True,809,258
False,True,810,258
False,True,811,258
True,False,62,259
False,True,812,259
True,False,813,259
False,True,814,259
True,False,815,259
False,True,816,260
False,True,817,260
True,False,818,260
False,True,819,260
False,True,820,261
False,True,821,261
False,True,822,261
False,True,823,261
False,True,824,262
False,True,825,262
False,True,826,262
False,True,827,262
False,True,828,262
False,True,829,263
False,True,830,263
False,True,831,264
False,True,832,264
False,True,833,265
False,True,834,265
False,True,835,266
False,True,836,266
False,True,837,266
False,True,838,267
False,True,839,267
False,True,840,267
False,True,841,267
False,True,842,267
False,True,843,267
False,True,844,268
True,False,230,268
False,True,845,268
False,True,846,268
False,True,847,269
False,True,848,269
True,False,849,269
True,True,850,270
False,True,851,270
True,True,24,270
True,True,852,270
False,True,853,271
False,True,854,271
False,True,855,271
False,True,856,271
False,True,857,271
False,True,858,271
True,True,421,272
True,True,859,272
True,True,860,272
True,True,861,272
True,True,862,272
True,True,863,272
False,True,864,273
False,True,865,273
False,True,866,273
False,True,867,273
False,True,868,274
False,True,869,274
False,True,870,274
True,False,871,274
True,False,872,274
True,False,873,274
False,True,874,275
False,True,875,275
False,True,876,275
False,True,877,275
False,True,878,275
False,True,879,275
False,True,880,276
False,True,881,276
False,True,882,276
False,True,883,276
True,True,884,277
True,True,885,277
True,True,886,277
False,True,887,277
False,True,888,278
False,True,889,278
False,True,890,278
False,True,891,278
False,True,892,279
False,True,893,279
False,True,894,279
False,True,895,279
False,True,896,279
False,True,897,279
True,False,898,280
True,False,899,280
True,True,900,281
True,True,901,281
False,True,902,282
True,False,26,282
False,True,903,283
False,True,904,283
False,True,905,283
False,True,906,283
False,True,907,283
False,True,908,283
True,True,909,284
False,True,910,284
False,True,911,284
False,True,912,284
False,True,913,285
False,True,914,285
False,True,915,285
True,True,916,286
True,True,917,286
True,True,918,286
True,True,919,286
False,True,920,287
False,True,921,287
False,True,922,287
False,True,923,287
False,True,924,288
False,True,925,288
True,True,926,288
False,True,927,288
False,True,928,288
True,,929,289
False,True,930,289
True,False,62,289
True,False,931,289
False,True,932,290
False,True,933,290
False,True,934,290
False,True,935,290
False,True,936,290
False,True,937,291
False,True,938,291
False,True,939,292
False,True,940,292
False,True,941,292
False,True,942,292
False,True,943,292
False,True,944,292
True,False,945,293
False,True,946,294
False,True,947,295
False,True,948,295
False,True,949,295
False,True,950,295
False,True,951,295
False,True,952,296
False,True,953,296
True,True,24,296
True,True,954,296
False,True,955,297
False,True,956,297
False,True,957,297
False,True,958,297
False,True,959,297
False,True,960,297
False,True,961,298
False,True,962,298
False,True,963,298
False,True,964,298
False,True,965,299
False,True,966,299
False,True,967,299
False,True,968,300
False,True,969,300
False,True,970,300
False,True,971,300
False,True,972,300
False,True,973,300
False,True,974,301
False,True,975,301
True,,976,301
False,True,977,301
True,True,978,302
True,False,230,304
True,False,815,304
False,True,979,304
False,True,980,304
True,False,62,305
True,False,981,305
True,True,982,305
False,True,983,305
True,True,984,306
False,True,985,306
False,True,986,306
False,True,987,306
False,True,988,306
False,True,989,306
False,True,990,308
False,True,991,308
False,True,992,308
False,True,993,308
False,True,994,309
False,True,995,309
False,True,996,310
False,True,997,310
False,True,998,311
False,True,999,311
False,True,1000,311
False,True,1001,312
False,True,1002,312
False,True,1003,312
False,True,1004,312
False,True,1005,313
False,True,1006,313
False,True,1007,313
False,True,1008,314
False,True,1009,314
False,True,1010,314
False,True,1011,315
False,True,1012,315
False,True,1013,315
False,True,1014,315
False,True,1015,316
False,True,1016,316
False,True,1017,316
False,True,1018,317
True,False,1019,317
False,True,1020,317
False,True,1021,317
True,False,1022,318
True,True,1023,319
True,,1024,319
True,False,1025,319
False,True,1026,319
True,False,1027,320
True,False,1028,320
False,True,1029,321
False,True,1030,321
False,True,1031,321
False,True,1032,321
False,True,1033,322
False,True,1034,322
False,True,1035,323
False,True,1036,323
False,True,1037,323
False,True,1038,323
False,True,1039,323
False,True,1040,324
False,True,1041,325
False,True,1042,325
False,True,1043,326
False,True,1044,326
False,True,1045,327
False,True,1046,329
False,True,1047,329
False,True,1048,329
False,True,1049,329
False,True,1050,330
False,True,1051,330
False,True,1052,330
False,True,1053,330
False,True,1054,331
False,True,1055,331
False,True,1056,331
False,True,1057,331
False,True,1058,331
True,False,1059,332
False,True,1060,332
False,True,1061,332
False,True,1062,332
False,True,1063,333
False,True,1064,333
False,True,1065,334
False,True,1066,334
False,True,1067,334
False,True,1068,334
False,True,1069,334
False,True,1070,334
False,True,1071,335
False,True,1072,335
True,False,1073,335
False,True,1074,335
False,True,1075,336
False,True,1076,336
False,True,1077,336
False,True,1078,337
False,True,1079,337
False,True,1080,338
False,True,1081,338
False,True,1082,338
False,True,1083,338
False,True,1084,338
False,True,1085,338
True,True,1086,339
True,True,1087,339
True,True,1088,339
True,True,1089,339
False,True,1090,340
False,True,1091,340
False,True,1092,340
False,True,1093,340
False,True,1094,341
False,True,1095,343
False,True,1096,345
False,True,1097,345
True,False,24,345
True,True,1098,346
True,False,1099,346
False,True,1100,347
True,False,1101,347
False,True,1102,347
False,True,1103,347
False,True,1104,347
False,True,1105,347
False,True,1106,348
False,True,1107,348
False,True,1108,350
False,True,1109,350
False,True,1110,350
False,True,1111,350
False,True,1112,350
False,True,1113,351
False,True,1114,352
False,True,1115,352
False,True,1116,352
False,True,1117,352
False,True,1118,352
False,True,1119,352
True,True,1120,354
True,True,1121,354
False,True,1122,354
True,True,1123,354
True,True,1124,354
False,True,1125,354
False,True,1126,355
False,True,1127,355
False,True,1128,355
False,True,1129,355
False,True,1130,355
False,True,1131,355
True,True,1132,356
True,True,1133,356
False,True,1134,357
False,True,1135,357
False,True,1136,357
False,True,1137,359
False,True,1138,359
False,True,1139,360
False,True,1140,361
False,True,1141,361
False,True,1142,361
False,True,1143,361
False,True,1144,361
False,True,1145,362
False,True,1146,362
False,True,1147,362
False,True,1148,362
False,True,1149,362
False,True,1150,363
False,True,1151,363
False,True,1152,363
False,True,1153,363
True,True,1154,364
True,True,1155,364
False,True,1156,364
False,True,1157,364
True,True,1158,364
True,True,1159,364
False,True,1160,365
False,True,1161,366
False,True,1162,366
False,True,1163,366
False,True,1164,366
False,True,1165,366
False,True,1166,366
True,False,1167,367
True,False,1168,367
True,False,1169,367
True,False,1170,367
True,False,62,367
True,False,1171,367
False,True,1172,368
False,True,1173,368
False,True,1174,368
False,True,1175,368
False,True,1176,368
False,True,1177,368
False,True,1178,369
False,True,1179,369
False,True,1180,369
False,True,1181,370
False,True,1182,370
False,True,1183,371
False,True,1184,371
False,True,1185,371
True,True,1186,371
False,True,1187,371
False,True,1188,373
False,True,1189,373
False,True,1190,373
True,False,1191,373
False,True,1192,375
False,True,1193,375
False,True,1194,375
False,True,1195,375
False,True,1196,375
False,True,1197,375
False,True,1198,376
False,True,1199,376
True,False,1200,376
False,True,1201,376
False,True,1202,376
False,True,1203,378
False,True,1204,378
False,True,1205,379
False,True,1206,379
False,True,1207,379
False,True,1208,379
False,True,1209,379
False,True,1210,380
False,True,1211,380
False,True,1212,381
False,True,1213,381
False,True,1214,381
False,True,1215,382
False,True,1216,382
False,True,1217,384
False,True,1218,384
False,True,1219,384
False,True,1220,384
True,False,1221,385
True,True,1222,386
False,True,1223,386
False,True,1224,386
False,True,1225,386
False,True,1226,386
False,True,1227,386
False,True,1228,387
False,True,1229,387
False,True,1230,387
False,True,1231,388
False,True,1232,388
False,True,1233,388
False,True,1234,388
False,True,1235,388
False,True,1236,389
False,True,1237,389
True,False,1238,389
False,True,1239,389
False,True,1240,390
False,True,1241,390
False,True,1242,391
False,True,1243,391
False,True,1244,391
False,True,1245,391
False,True,1246,391
False,True,1247,391
False,True,1248,392
False,True,1249,392
False,True,1250,392
False,True,1251,392
False,True,1252,393
False,True,1253,393
False,True,1254,394
True,True,1255,394
False,True,1256,395
False,True,1257,395
False,True,1258,395
True,False,1259,396
False,True,1260,398
False,True,1261,398
False,True,1262,398
True,True,1263,399
False,True,1264,399
False,True,1265,399
False,True,1266,400
False,True,1267,400
False,True,1268,400
False,True,1269,400
True,True,1270,400
False,True,1271,400
False,True,1272,401
False,True,1273,401
False,True,1274,402
False,True,1275,402
False,True,1276,402
False,True,1277,402
False,True,1278,402
False,True,1279,403
False,True,1280,403
False,True,1281,403
False,True,1282,405
False,True,1283,405
False,True,1284,405
False,True,1285,406
False,True,1286,406
False,True,1287,407
False,True,1288,407
False,True,1289,407
False,True,1290,407
False,True,1291,407
False,True,1292,408
False,True,1293,408
True,True,1294,408
True,True,1295,408
False,True,1296,408
False,True,1297,409
False,True,1298,409
False,True,1299,409
False,True,1300,409
False,True,1301,409
False,True,1302,411
False,True,1303,411
False,True,1304,411
False,True,1305,411
False,True,1306,411
False,True,1307,411
True,True,1308,412
True,True,1309,412
False,True,1310,412
True,True,1311,412
False,True,1312,413
False,True,1313,413
False,True,1314,413
False,True,1315,414
False,True,1316,414
False,True,1317,414
False,True,1318,414
False,True,1319,414
False,True,1320,414
False,True,1321,415
False,True,1322,415
False,True,1323,415
False,True,1324,415
False,True,1325,415
False,True,1326,415
False,True,1327,416
False,True,1328,416
False,True,1329,416
True,True,1330,417
True,True,1331,417
False,True,1332,417
False,True,1333,417
True,True,1334,417
False,True,1335,417
False,True,1336,418
False,True,1337,418
False,True,1338,418
False,True,1339,418
False,True,1340,419
False,True,1341,419
False,True,1342,419
False,True,1343,419
False,True,1344,419
False,True,1345,420
False,False,1346,421
False,True,1347,421
False,True,1348,422
False,True,1349,422
False,True,1350,423
False,True,1351,423
True,False,1352,423
False,True,1353,423
False,True,1354,424
False,True,1355,424
False,True,1356,424
False,True,1357,424
False,True,1358,425
False,True,1359,425
False,True,1360,425
False,True,1361,426
False,True,1362,426
True,True,1363,427
True,True,1364,427
True,False,1365,427
False,True,1366,427
False,True,1367,427
True,True,1368,427
True,True,1369,429
False,True,1370,429
False,True,1371,429
False,True,1372,429
False,True,1373,429
False,True,1374,430
False,True,1375,430
False,True,1376,430
False,True,1377,430
False,True,1378,431
False,True,1379,431
False,True,1380,431
False,True,1381,431
False,True,1382,432
False,True,1383,432
False,True,1384,432
False,True,1385,433
True,,1386,433
False,True,1387,434
True,True,1388,435
True,True,652,435
True,True,1389,437
True,True,1390,437
False,True,1391,437
False,True,1392,437
False,True,1393,438
False,True,1394,438
False,True,1395,438
False,True,1396,438
False,True,1397,438
False,True,1398,438
False,True,1399,439
False,True,1400,439
False,True,1401,440
False,True,1402,440
False,True,1403,440
False,True,1404,440
False,True,1405,440
False,True,1406,440
False,True,1407,442
False,True,1408,442
False,True,1409,442
False,True,1410,442
False,True,1411,442
True,True,421,443
True,True,1412,443
True,True,1170,443
False,True,1413,443
False,True,1414,443
False,True,1415,443
False,True,1416,444
False,True,1417,445
True,False,1418,445
True,False,68,445
True,True,1419,445
True,True,1420,445
False,True,1421,446
False,True,1422,447
False,True,1423,447
False,True,1424,447
False,True,1425,448
False,True,1426,448
False,True,1427,448
True,True,1428,449
False,True,1429,450
False,True,1430,450
False,True,1431,450
True,False,1432,452
True,False,218,452
False,True,1433,453
False,True,1434,453
False,True,1435,454
False,False,1436,454
False,True,1437,454
True,False,1438,454
False,True,1439,455
False,True,1440,455
True,False,1441,455
False,True,1442,457
False,True,1443,457
False,True,1444,457
False,True,1445,457
False,True,1446,458
False,True,1447,458
False,True,1448,458
False,True,1449,458
False,True,1450,459
False,True,1451,459
False,True,1452,459
False,True,1453,460
False,True,1454,460
False,True,1455,460
False,True,1456,460
False,True,1457,461
False,True,1458,461
False,True,1459,461
True,True,1460,461
False,True,1461,461
False,True,1462,462
False,True,1463,462
False,True,1464,462
False,True,1465,462
False,True,1466,463
False,True,1467,463
False,True,1468,463
False,True,1469,463
False,True,1470,463
False,True,1471,464
True,False,1472,464
False,True,1473,465
False,True,1474,465
False,True,1475,465
True,True,1476,466
False,True,1477,466
False,True,1478,466
False,True,1479,466
False,True,1480,466
False,True,1481,467
True,True,1482,467
True,,1483,467
False,True,1484,468
False,True,1485,468
True,False,24,468
True,False,1486,468
True,True,1487,468
True,True,1488,468
False,True,1489,469
False,True,1490,469
False,True,1491,470
False,True,1492,470
False,True,1493,470
False,True,1494,470
False,True,1495,471
False,True,1496,471
False,True,1497,471
False,True,1498,471
False,True,1499,472
False,True,1500,472
False,True,1501,472
False,False,1502,472
False,True,1503,472
False,True,1504,473
True,True,1505,473
False,True,1506,473
False,True,1507,473
False,True,1508,473
False,True,1509,473
True,True,1510,474
False,True,1511,476
False,True,1512,476
False,True,1513,477
False,True,1514,478
False,True,1515,478
False,True,1516,479
False,True,1517,479
True,,1518,479
False,True,1519,480
False,True,1520,480
False,True,1521,480
False,True,1522,480
False,True,1523,480
False,True,1524,480
False,True,1525,481
False,True,1526,481
False,True,1527,481
False,True,1528,481
False,True,1529,481
False,True,1530,481
False,True,1531,482
False,True,1532,482
False,True,1533,482
True,,1534,483
True,,1535,483
